text;key
NONG: Có đúng như vậy không?;NONG.NONG_2
NONG: Ơ, tớ nên hỏi câu đó nhỉ? Người mới à.;NONG.TAP2_line_1
NONG: Còn một người nữa, nó đi ăn rồi;NONG.TAP2_line_2
NONG: Kệ đi, chúng ta là người cùng một phòng mà.;NONG.TAP2_line_3
PHI: Tạm biệt,;PHI.PHI_3
PHI: Chúng tớ đang luyện tập;PHI.PHI_1
PHI: Được rồi, Hãy xem đây.;PHI.PHI_2
PHI: Ai đây, người mới à.;PHI.TAP2_line_1
PHI: Người mới luôn thích thể hiện …;PHI.TAP2_line_2
Tớ đã học được điều này từ Quá Trình;PHI.TAPX_a
cậu có muốn thử không?;PHI.TAPX_b
PHI: Cậu có muốn tham gia nhóm SU NGHIEP không?;PHI.demo_b
PHI: Cậu sẽ có những thứ mà cậu muốn. \nNơi mà Quá Trình không thể dạy cho cậu biết được thứ đó.;PHI.demo_d
PHI: Đúng vậy, tớ tham gia vào Quá Trình cho để làm nội gián.;PHI.demo_f
PHI: Trong tương lai, chúng tôi có kế hoạch \nNgăn chặn Quá Trình tổ chức những cuộc thi vớ vẩn nữa?;PHI.demo_g
PHI: cậu có muốn tham gia không?;PHI.demo_h
Ông chủ: Tất nhiên.;BOSS.line_1
LV;basic.0
Lv;basic.1
HP;basic.2
HP;basic.3
MP;basic.4
MP;basic.5
Lực chiến;basic.6
Lực chiến;basic.7
EXP:;basic.8
Kinh nghiệm ;basic.9
Chiến đấu;commands.0
Thoát;commands.1
Tấn công;commands.2
Bảo vệ;commands.3
Vật phẩm;commands.4
Kỹ năng;commands.5
Trang bị;commands.6
Trạng thái;commands.7
Hoàn thành;commands.8
Lưu lại;commands.9
Kết thúc;commands.10
Tùy chọn;commands.11
Vũ khí;commands.12
Giáp;commands.13
Danh mục;commands.14
Trang bị;commands.15
Mặc nhanh;commands.16
Gỡ nhanh;commands.17
Trò chơi mới;commands.18
Tiếp tục câu chuyện;commands.19
OutSchool;commands.20
Thoát;commands.21
Hủy;commands.22
TEST;commands.23
Mua;commands.24
Bán;commands.25
Max.HP;params.0
Max.MP;params.1
Tấn công;params.2
Phòng thủ;params.3
Max.Sức đánh;params.4
Max.Phòng thủ;params.5
Nhanh nhẹn;params.6
May mắn;params.7
Trúng;params.8
Né tránh;params.9
Cho phép;text.allow
Đi ra ngoài !;text.getout
Cậu muốn đi đâu ?;text.wheretogo
Rất tiếc, chúng tôi chỉ hoạt động với các thành viên của Quá Trình.;text.sorry
DIT đang trong Quá Trình;text.inthedit
tớ cảm thấy cậu không thích hợp cho công việc này. Tạm biệt!;text.dontjob
Bảo vệ: cậu muốn ra ngoài !;text.guardsad
Không cần phải di chuyển, cậu phải di chuyển.;text.gottamove
Thư ký nera khá là đẹp;text.nerebuff
Một giấc ngủ dài, khi DANG thức dậy là 4 năm trôi qua.;text.sleep
một vài sau ....;text.fewlater
cậu cần gì?;text.doyouneed
chúng ta đã đến Hãy thử vượt qua bài kiểm tra;text.gotodubi
Chắc chắn;text.sure
Out School;text.title
Số tiền $;text.tien
Trang bị Kỹ năng;eq.eskill
Tìm hiểu kỹ năng;eq.learkill
Kết thúc;eq.finish
Trống;eq.empty
Phím di chuyển;menu.05
Phím thao tác;menu.06
Đặt mặc định;menu.07
Phím tắt;menu.08
Bước chân;menu.09
Âm lượng bước chân;menu.10
Giao diện;menu.11
Cửa sổ -RED-;menu.12
Cửa sổ -BLUE-;menu.13
Cửa sổ -RED- lam;menu.14
Độ trong suốt cửa sổ;menu.15
Khung cửa sổ;menu.16
Hình nền trò chơi;menu.17
Đồ họa;menu.18
Độ phân giải;menu.19
Khóa FPS;menu.20
Toàn màn hình;menu.21
Chất lượng hình ảnh;menu.22
Mờ nhạt;menu.22a
Tuyệt đẹp;menu.22b
Âm thanh;menu.23
Nhạc nền;menu.24
Hiệu ứng;menu.25
Môi trường;menu.26
Giọng nói;menu.27
Mở rộng;menu.28
Ghi nhớ phím;menu.29
Ghi nhớ;menu.30
Có phải cuộc thi sẽ diễn ra ở nơi này phải không ?;DANG_igmc_1
Không phải ở đây, đó là cuộc thi làm trò chơi.;DANG_igmc_2
Tớ đã đăng ký vào Đ.IT, nơi đó có thể dạy \ncho tân binh biết cách tạo ra một trò chơi.;DANG_igmc_3
Nếu cậu muốn làm một trò chơi, \ntại sao không thử tham gia cuộc thi này.;DANG_igmc_4
Ý của cậu là tham gia cuộc thi làm trò chơi IGMC.;DANG_igmc_5
Đúng vậy, nó sẽ giúp ích cho cậu đấy.;DANG_igmc_6
Được thôi, nhưng trước tiên tớ cần đến \nKhu vực Dự Bị \nTớ sẽ tham gia cuộc thi này lần sau.;DANG_igmc_7
Những câu đố thật quá dể dàng có lời giải,… \nNhưng, có vài câu hỏi này đúng thật vô nghĩa.;DANG_thi_0
1 + 1 = , …. Đùa chắc. Một đứa con nít cũng biết đáp án.;DANG_thi_1
1+1 = 0;DANG_thi_2
1+1 = 1;DANG_thi_3
1+1 = 2;DANG_thi_4
1+1 = 3;DANG_thi_5
Này cậu, đáp án câu hỏi thứ 49 là bao nhiêu ?;DANG_thi_6
Có thể cậu chưa biết, máy tính \nNó tính toán 1+1=0;DANG_thi_7
Câu hỏi cuối cùng, cho muối vào nước kết quả sẽ là….;DANG_thi_8
Cái quái gì thế, tớ muốn tạo ra một trò chơi. \nNhững câu hỏi như thế này có thể giúp ích không?;DANG_thi_9
Trước tiên tôi phải viết kịch bản trò chơi.;DANG_docthoai_0
Tôi chưa có công thức tạo trò chơi, nên làm thế nào nhỉ ?;DANG_docthoai_1
Trong suốt lịch sử của con người, chúng ta đã chơi game… \nKhi trí tuệ của con người và công nghệ tiến hóa \ncác trò chơi mà con người chơi cũng vậy. Nó bị tiến hóa ?;DANG_docthoai_2
Ý tưởng này chán quá,… tôi nên kể vể chính mình nhỉ. Một cuộc phiêu lưu rất mạo hiểm là \nđi học để có được công thức làm trò chơi.;DANG_docthoai_3
Một trò chơi tốt phải có đồ họa đẹp, âm thanh hay. Nhưng tiếc thay, tôi không có năng khiếu;DANG_docthoai_4
Tôi cần tìm kiếm một nghệ sĩ vẽ, và một nghệ sĩ biết sáng tác âm nhạc.;DANG_docthoai_5
Này NONG! Cậu có biết vẽ không ?;DANG_docthoai_6
Tất nhiên là … KHÔNG! Đó là cách \ncậu chào hỏi người mới phải không ?;NONG
Tớ muốn làm trò chơi, chính vì thế tớ đang \ncần một người biết về hội họa.;DANG
Tớ cũng không thể viết ra một kịch bản tốt cho trò chơi. Vì thế tớ đang buồn.;DANG
Cậu chỉ cần RIP hình ảnh và đạo văn là sẽ có trò chơi. \nTại sao phải vất vả lên kế hoạch làm trò chơi.;NONG
"Đó không phải là mục đích của một trò chơi, tớ hỏi cậu \nTrò chơi này có thể làm bạn khóc được không? ";DANG
"Tớ thật sự quan tâm tới những chủ đề đó Những hình ảnh/ đồ họa. \nVà những tiếng động/ âm thanh làm nên một trò chơi có ý nghĩa và hiểu biết về câu chuyện, cảm xúc.";DANG
Nếu đạo văn hoặc đánh cắp hình ảnh trò chơi \ncủa người khác chẳng có ý nghĩa gì nữa !;DANG
Tớ chỉ là người thích chơi game, \nNên tớ không muốn bình luận cách họ tạo ra trò chơi.;NONG
"Ý của cậu là … \\! Tôi là một con nghiện trò chơi điện tử,";DANG
"Không đúng …\\. Đó là bởi vì tớ muốn có những trải nghiệm về cuộc sống khác trong không gian ảo trò chơi";NONG
và các trò chơi điện tử đã bắt đầu ăn mòn những nhận thức của tớ về cái gì thật và cái gì không.;NONG
Tớ đã bị nghiện, bởi vì ngay cả khi tớ biết tớ đã để tuột mất hiện tại `tôi vẫn ao ước nhiều hơn thế nữa`;NONG
"Cậu hãy tin tớ Chơi trò chơi điện tử đủ để cuối cùng.\\! \nCậu sẽ thật sự tin rằng cậu có thể trượt tuyết, \nlái máy bay lái một dặm trong vòng 9s hoặc giết một người nào đó. ";NONG
Tất nhiên, tớ biết mọi người ai cũng thích chơi game. \nTừ con bé chơi trốn tìm và khi cụ già muốn được chơi một ván cờ.;DANG
Nhưng cái hay của những trò chơi điện tử LÀ….\\!;NONG
Nó nằm ở chỗ những trò chơi này bắt đầu làm tớ cảm thấy xúc động;NONG
Tớ đánh nhau trong chiến tranh, sợ hãi để \ntồn tại chứng kiến những chiến hữu chết trên \nbiển và trong rừng mà những cảnh đó giống thật hơn \ntất cả các sách giáo khoa hay những bản tin miêu tả.;NONG
"Đúng vậy; Những người tạo ra những trò chơi, thật thông minh. \nHọ biết điều gì làm chúng ta sợ hãi, hưng phấn, tự hào hoặc buồn rầu.";DANG
Tớ muốn tham gia Cuộc thi làm trò chơi 2018, có bất kỳ luật chơi nào không?;DANG
Tất nhiên là có!;igmc
Bạn có thể làm trò chơi với bất kỳ công cụ sản xuất nào. \nNhưng Bạn phải có quyền sử dụng tất cả phần mềm, tài nguyên và công cụ liên quan đến việc tạo trò chơi.;igmc
Không có nội dung 18+. Điều này bao gồm các chủ đề và nội dung liên quan đến tình dục mạnh mẽ, ảnh khoả thân hoặc hình ảnh bạo lực cực đoan.;igmc
Đạo văn và bất kỳ hình thức gian lận nào không được cho phép.;igmc
Nghe có vẻ thú vị, bất kỳ ai cũng được tham gia đúng không?;DANG
Nếu bạn là người đam mê trò chơi, chúng tôi rất hoan nghênh;igmc
Một bia mộ, \nĐược ghi lên ba chữ;biamo_1
NGUYEN HONG NHUNG \nCái tên này nghe lạ quá nhỉ?;biamo_2
Một bia mộ của ứng viên đã tự tử;biamo_3
Nếu bản thân có tài năng, \ntớ sẽ hiểu cậu đang muốn nói gì!;tainang_noi
Một tượng đá, nó đang phát sáng. Thật lạ.;da_phatsang
Tớ đang buồn vì đã lạc mất 5 con mèo. \nCậu có thể giúp tớ tìm chúng không?;quest_side_1
Hãy giúp tớ, tìm 5 con mèo!;quest_detail.name_side2
Anh ấy sẽ rất vui khi tìm lại được những chú mèo;quest_detail.des_side2
Hãy đi tìm 5 chú mèo, \nCẩn thận, chúng ra tinh ranh \nliệu bạn có thể biết chứng ở đâu?;quest_detail.obj_side1_2
SƯ PHỤ: Thí chủ vào đây muốn gì?;buy_template
Học tiếng mèo kêu;nameSB_quest
Cho phép người chơi nói chuyện với động vật. \nĐiều này rất hữu ích để bắt đầu/ hoàn thành một số nhiệm vụ \ncũng như khai thác sự hài hước chung của trò chơi.;descSB_quest
Mở khóa -Tài năng-;text_unlock_talent
Pet Pal;text_pet_pal
SƯ PHỤ: Cậu không có sách để nghiên cứu!;text_nobook
SƯ PHỤ: Cậu phải gia nhập nơi này, nếu muốn học kỹ năng!;text_noskill_templ
Tại sao cái thùng giấy này, \nkhác với những cái còn lại ?;dang_pluzquest
SƯ PHỤ: Này cậu kia, đừng chạm vào nó;text_suphuwhatsup
DANG: NICO đang cần SƯ PHỤ giúp công việc, \nhãy ra bên ngoài nhé!;dang_suphulies1
SƯ PHỤ: Không còn gì để nói, cậu thích nói dối!;text_suphusaylies
Một cái thùng giấy rỗng.;text_thungempty
...Xin lỗi vì đã lấy trộm bí kíp...;text_iamsory
Cái thùng đựng đầy cá;quest_thung_ca
Cậu có thể nói?;msgmeo1
Không,....Nhưng, tớ sẽ hiểu cậu muốn gì!;dangsayvsmeo1
moew... thế cậu có biết, tớ muốn được ăn con cá không?;msgmeo2
Đã từ rất lâu, kể từ ngày vào đây \ntớ không thể thưởng thức chúng.;msgmeo3
Nếu cậu đã vào ngôi chùa này, thì nên từ bỏ thói quen ăn cá.;dangmsgmeo4
Tớ chỉ muốn ăn nó một lần cuối thôi. \nTớ hứa.;msgmeo5
Cậu không thể,\c[4]luật là luật \n\c[0]Tớ chẳng thể giúp cậu.;dangmsgmeo5
Tớ sẽ cho cậu biết một bí mật, nếu cậu đem cá đến đây. \nCậu muốn trao đổi không?;msgmeo6
Tớ không cần, ông chủ của cậu đang chờ. \nHãy quay về với anh ấy.;dangmsgmeo6
Tớ đã cho cậu biết một bí mật, \nNào, này! bây giờ, con cá của tớ đâu?;msgmeo7
Còn cá không sư phụ?;msg_sp_meo1
Đây, thứ này cậu đang cần. Bây giờ hãy ngoan nào. \nTrở về không?;dangnoivoimeongoa
Đệ tử chờ ta một chút, hãy để ta kiểm tra nó;msgspmeo2
Có người đến, sư phụ hãy mau biến hình;msgsspmeo3
Sư phụ ổn không?;msgsmeo4
Mau tìm kiếm thứ gì đó để kéo ta lên;msgspmeo5
Tại sao lại có thêm một con mèo ở đây nhỉ.;tuanaddmoremeo
Này! cậu đang làm cái gì vậy, \nkhông được ăn cắp chúng;chucala
Xin lỗi, hiện tại tớ không \ncó tiền để mua chúng;dangnoitien
Đặt nó xuống nếu không ngươi sẽ bị đánh;cochunoidanh
Kể từ ngày tớ làm mèo .... tớ rất thèm ăn cá!;meokhonnoilao
Thật tuyệt khi có, một ông chủ đẹp trai;meongoannoihay
Muốn đánh nhau à!;meothichdanh
Cậu vẫn đứng đây để làm gì đấy!;danghoimeoa
Tớ chỉ muốn đứng cạnh đây thôi.;meonoilaqua
Cậu hãy trở về với ông chủ. \nAnh ấy đang tìm kiếm cậu;dangnoimeoa
KHÔNG;meonoilaquaha
Được rồi, cậu mạnh lắm. Tớ sẽ trở về với chủ, \ntớ không muốn chết cũng không muốn bị đánh. Xin dừng lại.;meonoithuacuoc
Xin lỗi, tớ không muốn làm tổn thương cậu;dangnoixlvoimeoa
Có thứ gì đó đang tỏa sáng, trông rất lạ.;dangnoimautim
Có những sai lầm trong giải pháp câu đố.;caudomot
Nhặt được một hòm đá phát sáng;daphat_sang1
Tìm thấy;text_timthay
Một vật thể trông rất lạ.;dangnhatda
Đá nguyên tố;nameSB_VANG
Đá nguyên tố;nameSB_XANH
Đá nguyên tố;nameSB_TIM
Đá nguyên tố;nameSB_CAM
Đá ma thuật;nameSB_DaNguyenTo
Một hòn đá, vượt xa tầm hiểu biết của con người.;descSB_quest2
Một hòn đá vô dụng.;descSB_quest1
Đặt lên một hòn đá ?;dangdatda
Thèm quá, ước gì tớ có \nmột ít tiền để mua chúng nhỉ;dang_muamon
Cậu có thể thử, nhưng chỉ một ít thôi nhé!;chuquan1
Wow, tuyệt vợi. Cảm ơn;dang_tuyetvoi
Nếu cậu giúp tớ bán hàng \ntớ sẽ tặng cậu công thức chế tạo ra chúng;chuquan2
Tớ rất thích ăn, nhưng tớ không \nmuốn trở thành đầu bếp;dangchuquan1
Ai cũng phải nấu ăn dù chỉ một lần;chuquan3
Thôi nà, tớ chỉ muốn có công thức tạo trò chơi;dangchuquan3
Vì thế cậu đã tham gia cuộc thi;chuquan4
Tất nhiên!;dang_tatnhien
Nhưng cậu vừa nói không có tiền, \ntại sao lại muốn mạo hiểm;chuquan5
Tớ không biết, tớ chỉ muốn thì sẽ làm thôi;dangchuquan5
Cậu lạ nhỉ, ...;chuquan6
Bây giờ cậu có thể giúp tớ bán hàng không?;chuquan7
Cảm ơn cậu đã giúp, hi vọng sẽ thích chiếc mũ này;chuquansay
Xin lỗi tớ đang bận.;dang_dangban
SU PHU có thể dạy cho con \nphép biến hình được không?;dsp1
Cậu bị làm sao á, thời gian này không còn tiên hoặc phù thủy đâu \nAi lại có thể biến hình được chứ;dsp2
Mèo kể chuyện đã nói rằng SU PHU có thể biến hình;dsp3
Cậu có muốn nghe tớ kể chuyện không?;meothichkechuyennoi
Cậu có thể nói chuyện với mèo, \nthật điên rồ. Cậu có bình thường không?;dsp4
SU PHU đừng ngạc nhiên, con cũng đã biết vài sự thật về người;dsp5
Nhưng con sẽ biết giữ bí mật, \nNếu SU PHU dạy cho con phép biến hình;dsp6
Chính xác là cậu đang có vấn đề, \nta không muốn nói chuyện với ngươi nữa;dsp7
Tránh xa ta ra ...cái thứ bệnh hoạn;spd1
Cố gắng thuyết phục lần nữa;spd1_yes
Không muốn nghe mắng, bỏ đi ra ngoài.;spd1_no
Cậu đang đùa với ta à, mau đi ra ngoài.;spd_wrongitem
Chào nico, tớ không bị điên đúng không?;dnico1
Cậu không đi thi, vẫn còn ở đây \nhỏi câu này đúng thật có vấn đề.;dnico2
Cậu chủ có hiểu mèo không?;hoituan_1
Hỏi tuấn về những con mèo;hoituan_0
Cậu đã tìm đủ 5 con mèo chưa?;hoituan_2
Tớ có thể nghe tiếng mèo. Cậu là chủ của chúng, \nnên cậu cũng sẽ hiểu chúng. Đúng không?;dangndahoituan1
Tất nhiên, tớ rất yêu mến những con mèo. \nTớ cũng thích cách chúng kêu moew, ...moew;tuantraloidang1
Tớ không biết chúng đang ở đâu, \nliệu cậu có biết không?;hoituanvemeo1
Không thể nào, chính xác là tớ có tổng cộng 5 con mèo.;traloituanvemeo1
Tớ có quen cậu không?;dang_lamquen_gai
KHÔNG, nhưng ...cũng chẳng lạ nhỉ. \nNhững người con trai thường hỏi tớ câu này;tuyen_chang
Có, cậu đã quên tớ rồi à;nhung_saddang
Chỉ nói đùa thôi;dangnhungkid
Tại sao tên của cậu lại trùng với bia mộ?;dangtroolnhung
NHUNG là cái tên phổ biến, ai cũng có thể là NHUNG;nhungtlsad
Có lẽ,... chắc vậy.;dang_khongchac
Cuộc thi năm nay tệ quá. Tớ đã thua cuộc.;igmc_lose
Vật thể này là cái gì?;spx1
Con đã nhặt được nó ở ngoài sân, \ntrông có thể vô dụng.;spx2
Đúng vậy đấy nó chỉ là một cục đá vô dụng, \ncon nên để lại đây để ta nguyên cứu;spx3
Đâu có được, con khó khăn lắm mới tìm thấy nó. \nKhông thể dể dàng đưa cho SU PHU đâu!;spx4
Muốn đánh nhau à, có đưa không. Hoặc bị đánh.;spxhit
Được thôi, bây giờ sư phụ có thể dạy \ncho con phép biến hình không?;spxy1
Ta chưa bao giờ nói dối, ta không biết biến hình. \nCậu chỉ tưởng tượng điều đó thôi.;spxy2
Đừng nói như vậy, nếu không dạy. \nTớ sẽ phá hủy cục đá này;spxy3
Tại sao cậu vẫn cố chấp như thế, \nta không thể dạy kỹ năng này cho người ngoại đạo;spxy4
Nếu cậu tham gia với chúng tôi, \ncậu có thể học những kỹ năng chiến đấu mới. \nCậu có chấp nhận gia nhập không?;spxy5
Được thôi, nhưng hãy đưa nó cho ta. \nCó nó ta mới sử dụng phép thuật được.;sspxy1
Tại sao SU PHU không dạy con sử dụng nó;sspxy2
Đó là đá ma thuật, con phải đủ \nphẩm chất mới có thể sử dụng nó;sspxy3
Nào bây giờ, trao trả nó cho ta;sspxy4
Đây, nhận lấy. Sư phụ có thể biển diển \nNó, một lần được không?;dangneedspbiendien
Tất nhiên, con muốn ta biến hình thành gì?;supxqbienhinh
Quái vật;text_conquaivat
Con chó;text_concho
Mèo;text_conmeo
Ta không thể biến trở về hình dáng như cũ, \ncon nên có lựa chọn khác.;spbienthanhquaivat
Woa! tuyệt quá;text_tuyetqua
Hãy nhìn xem!;spx_look
Biểu diển một lần thôi, \nTa phải đi ra ngoài hóng đây.;spx_getout
Chờ đã.,;NHUNG_wait
Chuyện gì thế?;wiwthe
Tớ sẽ đi cùng cậu, dù bất cứ nơi đâu;NHUNG_theoDANG
Cậu cũng muốn đi thi?;danghoinhungdithi
Không, tớ chỉ muốn ở bên cạnh cậu,....;nhungmuongi
Không thể, ...;Khongthenao
Không thể gì nào, nhanh lên. Cuộc thi sắp diễn ra rồi;TUANnoinhanhlen
Cậu có nhìn thấy cô ấy;danghoinhinthay
Ai? chỉ có TUYEN đứng cạnh đây thôi. \nCậu đang lẫm bẫm gì đấy!;TUANtranhlambam
Có lẽ tớ đang tưởng tượng, nhưng tớ không bị điên;DANG_noikhongdien
Làm thế nào để mở khóa tầng hầm nhỉ?;danghoitangham
Đọc thần chú:Vừng ơi, mở ra.;tangham_pass1
Hô to:Tượng ơi, bay lên.;tangham_pass2
Có lẽ, phải tìm cách khác;tangham_pass3
TUONG: Ta không thể bay.;buctuong2
TUONG: sai mật khẩu, mau đi ra ngoài.;buctuong1
Hiệu ứng;text_hieuung
Giá bán;text_giaban
Giá mua;text_giamua
Không thể bán;text_khongthegiaban
Thực phẩm mặn;thucpham_man
Loại thực phẩm giàu chất dinh dưỡng;mota_thucpham
Bánh ngọt ;thucpham_banhngot
Tăng hiệu ứng trong chiến đấu.;mota_banhngot
Nước giải khát;nuocuong
Loại nước tăng lực, có thể làm \ntăng khả năng chiến đấu.;mota_nuocuong
Vật phẩm nhiệm vụ;text_chiakhoa
Sử dụng chúng để giải câu đố.Những \nthứ quan trọng không thể đem tặng.;mota_chiakhoa
Vật phẩm phổ biến;text_dophobien
Những thứ này ai cũng có, Vì chúng \nrất cần thiết.;mota_dophobien
Đồ sưu tầm;text_doquyhiem
Chúng có giá trị rất cao, nhưng \nkhông thể bán. Chỉ là đồ lưu niệm;mota_doquyhiem
Cứu thương, nguyên cứu;text_MEDICAMENT
Những thứ cần phải học mới có thể \nbiết cách sử dụng.;mota_MEDICAMENT
Nguyên liệu;text_MATERIAL
Vật liệu để chế tạo bánh;mota_MATERIAL
Lượt;turns
Phục hồi máu;recover_hp
Phục hồi ma thuật;recover_mp
Thêm hiệu ứng;addbuff
Thêm khả năng kháng;adddebuff
Này cậu, tớ đã tham gia cuộc thi và hoàn thành nó. \nNhững thứ cần thiết này để giải đố, chúng đã \c[17]vô dụng.;shopluzz
Nếu cậu thích chúng, tớ có thể tặng cho cậu.;shoppulzztang
Thành phố đang trong giai đoạn sửa chữa \ncẩn thận khi di chuyển.;laocongtaolao
Thành phố mới xây dựng chưa lâu \nđã hư hỏng rồi nặng. Tiếc thật, ...;laocongtaolao2
Tớ đâu có gọi món này,;client_callfail
Hãy đem món ăn cho tớ nào  \i[\v[4]];client_questfood
Bạn đã mở khóa một kỹ năng nghề: Phục vụ nam!;text_unlocknghe1
Rất cảm ơn cậu đã giúp, \ntớ sẽ tặng cậu món này.;chuquantang
Này cậu kìa, không được đem thức ăn vào đây;nico_camthucan
Cậu đi đâu đấy, khách hàng đang chờ kìa;chuquanlamang
Kháng chiến:;base.khangchien
Điểm yếu:;base.diemyeu
Tổn thương;atk_EL
Khả năng;EL_rate;
Tỉ lệ trúng;EL_hit
Vật lý;El_vatly
Ma thuật;El_mathuat
Thanh kiếm YEP;nameSword
Ống Tuýp inox;nameTuyp
Cây gậy;nameGay
Súng Shotgun;nameShotgun
Súng bắn tỉa;nameTruong
Súng lục;nameLuc
Súng;nameSung
Vũ khí cận chiến;nameCan_chien
Quyền trượng ma thuật;nameQuyen_truong
LỚP;text_class
Khiên;types.eqShield
Nón;types.eqHat
Quần;types.eqTrouser
Giày;types.eqBoot
Học giả;skill_Scholar
Ảo hóa;skNameAoHoa
Tạo ra một lớp chắn ảo ảnh, khiến đối phương nhầm lẩn. Vì thế kẻ thù chỉ \ngây ra 15% tổn thương. Đến lúc thích hợp 70% cơ hội phản công lại.;skDescAoHoa
Kiên trì;skNameKienTri
Một học giả phải kiên trì. Nếu thất bại lúc đầu, hãy thử lại.Nếu thất bại nữa, \nhãy đưa ra một cách tiếp cận mới và thử lại. Chỉ với sự kiên trì, tôi có thể đánh bại cả thế giới. Điều này đẩy lùi kẻ thù một khoảng cách.;skDescKienTri
Vô hình;skNameVoHinh
Thu hút sự chú ý, kẻ thù sẽ tấn công bạn.;skDescVoHinh
skName_hoisinh
skDesc_hoisinh
skill_Lover
skName_bantim
skDesc_bantim
skill_Soldier
Thời gian hồi tuyệt chiêu;text_cooldownSteps
Tất nhiên rồi, di chuyển bởi WASD. \nẤn Space để tương tác.;dangnoibiet
Điều đó chỉ hoạt động khi có bàn phím. \nCó thể thay đổi không?;nhunghoibiet
Tớ không chắc, nhưng nếu có tùy chọn thì  \nsẽ thay đổi được phím nhấn.;dangnoituy
Là một sự kiện quan trọng nhất của con người. tớ cảm nhận điều đó là vớ vẩn. \ntớ đã xem xét, tham gia cuộc tuyển chọn như một cuộc dạo chơi. Không quan trọng là đậu. \nchỉ cần được đến trung tâm được cảm nhận một lần cũng đủ vui rồi.;DANG.TAP_1_14a
Tìm hiểu cái chết của ứng viên;help_C1
Tìm 5 con mèo;help_C2
Nhiệm vụ chính tuyến;help_C3
Con cá của tớ đâu ?;help_C4
Khám phá căn hầm bí mật tại ngôi chùa;help_C5
Đến hiện trường vụ tự sát để xem xét bằng chứng;help_c1a
Hãy tìm cách nói chuyện với chúng;help_c2a
Có 4 con mèo ở ngôi chùa này;help_c2b
Một con quái vật biến hình thành mèo;help_c2c
Hãy tìm cá cho mèo thích kể chuyện;help_c2d
Hãy đánh bại mèo hư hỏng;help_c2e
Hãy biến hình thành mèo để nói chuyện với mèo khôn;help_c2f
Hãy nói chuyện với tất cả mọi người ở xung quanh ngôi chùa;help_c3a
Giúp TUAN tìm những chú mèo;help_c3b
Thuyết phục TUYEN tham gia nhóm;help_c3c
Một người bán hàng có con cá;help_c4a
Tìm cách mở cánh cửa bí mật;help_c5a
Lời gợi ý;text_goiy
